city,shift_preference,avg_hours_per_day,avg_earnings_per_hour,experience_months,rating,daily_productivity,avg_combined_score,avg_motion_score,avg_audio_score,total_flags,risk_score,risk_label,source
Hyderabad,morning,6.0,170,40,5.0,1325.4093535999104,0.051501663828691556,0.3839750568334487,0.0,1.0,32.668349408279504,HIGH,synthetic
Ahmedabad,morning,6.0,184,48,4.8,1505.0623565757094,0.7059705072247421,0.4759250273256985,0.2647147030507576,6.0,32.85614183513532,HIGH,synthetic
Chennai,morning,6.7,181,8,4.8,1682.928451661329,0.8333244290250648,0.27224442578432007,0.6323401900869949,5.0,32.38873380327855,HIGH,synthetic
Chennai,morning,7.5,176,43,4.9,1558.843870863496,0.8294460984592985,0.7946835323360008,0.94,2.0,21.79867447268839,MEDIUM,synthetic
Mumbai,morning,7.9,179,42,4.8,1282.65342414396,0.0,0.0,0.057345607224695394,0.0,0.0,LOW,synthetic
Bangalore,afternoon,6.6,183,8,4.9,1686.2254720312367,0.91,0.94,0.532570442179845,1.0,29.026654823552885,MEDIUM,synthetic
Ahmedabad,afternoon,9.3,170,47,4.5,1038.0,0.8764826086107094,0.43543906116506004,0.052537171977214414,4.0,1.9296682847316367,LOW,synthetic
Hyderabad,morning,6.9,188,42,4.8,1331.0037459422138,0.4868448302589483,0.578126393076762,0.4749636160284798,1.0,33.163522504109196,HIGH,synthetic
Bangalore,morning,6.0,198,48,4.6,1393.6841315548145,0.6049203153823189,0.94,0.33474613140352616,1.0,36.78013992000897,HIGH,synthetic
Hyderabad,afternoon,6.2,185,12,4.7,1052.297656841472,0.8338229772935944,0.9102539729710741,0.7795124035348354,1.0,27.105739165408178,MEDIUM,synthetic
Pune,evening,9.5,170,48,4.9,1669.8650354696376,0.9058624139077722,0.8638668946393883,0.0,1.0,36.13549091223067,HIGH,synthetic
Kolkata,evening,6.8,170,37,4.8,1343.1541075502826,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
Bangalore,evening,7.8,205,48,4.9,1524.2844088261847,0.0,0.07023629547870319,0.0,0.0,1.4012708642365421,LOW,synthetic
Kolkata,full_day,6.7,189,12,5.0,1414.964099546942,0.0,0.07963448630021366,0.0,0.0,2.042810162110228,LOW,synthetic
Ahmedabad,evening,6.0,170,19,4.7,1296.5392613247086,0.7567952878563885,0.94,0.08287320039784979,2.0,20.483975694055403,MEDIUM,synthetic
Delhi,evening,8.2,188,34,5.0,1038.0,0.0,0.0,0.017643806659260856,0.0,0.0,LOW,synthetic
Hyderabad,full_day,7.0,198,41,4.8,1349.9889884581971,0.06700311685855989,0.12459179655565346,0.020379393353988202,0.0,0.0,LOW,synthetic
Kolkata,evening,6.7,188,26,4.9,1254.7909111089557,0.91,0.6745482389430625,0.6177942637983858,1.0,20.667965965451998,MEDIUM,synthetic
Delhi,morning,9.2,186,16,4.4,1069.5151261700057,0.0,0.303415775702598,0.4705855683330286,0.0,19.48505810343017,LOW,synthetic
Mumbai,full_day,8.8,184,48,4.4,1235.8998011627596,0.1477967633776659,0.04794810133268443,0.09476615456396839,0.0,2.465008761436143,LOW,synthetic
Hyderabad,evening,8.6,180,25,4.8,1430.7153016928107,0.7934796402588706,0.4023199252667876,0.031548661272564914,2.0,0.0,LOW,synthetic
Hyderabad,evening,6.0,198,23,4.7,1157.1865653115758,0.7931968260315749,0.94,0.15399308378309606,5.0,32.463672196794676,HIGH,synthetic
Mumbai,full_day,8.5,178,34,4.5,1880.9743837154926,0.5200598300267705,0.7829722694644569,0.6319898317882666,2.0,0.0,LOW,synthetic
Mumbai,full_day,6.9,179,34,4.8,1275.9115003562397,0.1490638422881576,0.11080904560120108,0.047160591389008986,0.0,1.2117916362575487,LOW,synthetic
Ahmedabad,afternoon,6.8,186,14,4.6,1340.7714117152846,0.2889573324894612,0.6240155263986031,0.18029242538818446,3.0,21.115317927455855,MEDIUM,synthetic
Ahmedabad,morning,8.4,170,34,4.8,1314.0412324787314,0.10335403631203002,0.0,0.05417666261695471,0.0,1.8654612993015065,LOW,synthetic
Kolkata,full_day,6.5,173,21,4.8,1753.069528632928,0.009967999627278817,0.31727055577940605,0.9006499715402723,0.0,19.283877310877635,LOW,synthetic
Hyderabad,evening,8.2,174,44,4.4,1168.7995209921971,0.5943934572138436,0.36064844814721575,0.15083265791326977,3.0,31.86027822296988,HIGH,synthetic
Chennai,evening,9.5,194,32,4.8,1156.56707241269,0.01672962170419122,0.0,0.0,0.0,3.2019972565617825,LOW,synthetic
Pune,full_day,9.1,188,45,4.7,1447.5243383089214,0.04919254176337942,0.7586920423908343,0.94,1.0,22.980241004217216,MEDIUM,synthetic
Pune,afternoon,9.3,183,9,4.5,1207.300929522899,0.8069165835935729,0.07741647809287047,0.008686261468103616,0.0,29.556799805999763,MEDIUM,synthetic
Ahmedabad,evening,8.2,170,31,5.0,1163.9970754988854,0.8728266083809962,0.5895419758396543,0.3859736144773518,0.0,19.254652839918183,LOW,synthetic
Ahmedabad,evening,8.7,192,21,4.6,1290.7537517698916,0.023494310085579923,0.0,0.279196403026162,0.0,0.0,LOW,synthetic
Kolkata,evening,8.2,170,32,4.5,1530.7123660453044,0.8509717980561188,0.0,0.1622797119303453,0.0,23.003162160929453,MEDIUM,synthetic
Delhi,afternoon,8.2,170,13,4.6,1494.266187202732,0.6083184756685871,0.03218856706447019,0.4571726080598586,0.0,0.0,LOW,synthetic
Kolkata,morning,8.2,200,25,4.9,1038.0,0.6379088181290193,0.35520032467686113,0.655500195382435,1.0,23.767374163700733,MEDIUM,synthetic
Bangalore,full_day,6.0,170,22,5.0,1105.2705940841304,0.0,0.0,0.0,2.0,0.0,LOW,synthetic
Mumbai,afternoon,8.5,170,25,4.7,1352.1297443313422,0.0,0.0,0.0,7.0,1.6571828666557087,LOW,synthetic
Ahmedabad,evening,6.7,172,48,4.6,1117.5544911720453,0.4480989138083469,0.0,0.2048222782314575,0.0,32.48870564499027,HIGH,synthetic
Chennai,full_day,7.8,170,8,4.4,1128.4434993225104,0.91,0.94,0.8298398417464339,3.0,0.0,LOW,synthetic
Chennai,afternoon,6.9,183,25,4.7,1308.1286831204075,0.546707912209486,0.811396165355702,0.94,2.0,36.8,HIGH,synthetic
Chennai,full_day,8.0,170,48,4.9,1784.11437473146,0.10427651412973137,0.0,0.0,0.0,0.0,LOW,synthetic
Delhi,morning,7.3,170,8,4.5,1501.0117135341538,0.5708576974694618,0.39571787187487906,0.3654143339228493,1.0,27.710404424348457,MEDIUM,synthetic
Delhi,morning,8.1,190,25,4.9,1038.0,0.8911824592676688,0.39818365614987933,0.796655867865833,1.0,23.738546103394263,MEDIUM,synthetic
Pune,morning,8.2,186,48,4.9,1698.7615077902917,0.021991503495141992,0.06618182604612925,0.08829699117980208,0.0,1.1415408898176425,LOW,synthetic
Hyderabad,morning,8.5,183,38,4.6,1409.5639343201774,0.8109430017432622,0.7184283222478173,0.34360368175401224,0.0,22.54977213343764,MEDIUM,synthetic
Kolkata,full_day,6.9,170,40,4.5,1643.2975670529358,0.07875533648596454,0.0,0.0710211486659559,1.0,0.0,LOW,synthetic
Chennai,morning,7.8,176,11,4.9,1697.8288826873243,0.37208224811999957,0.8746489995126403,0.02684504029669495,4.0,17.98979588879302,LOW,synthetic
Kolkata,afternoon,6.6,197,30,4.8,1267.6915245312512,0.0,0.14513384468006468,0.0,0.0,4.105365945980994,LOW,synthetic
Delhi,full_day,9.1,198,35,5.0,1237.263755629052,0.11047096945407549,0.6672205021824349,0.4485401284388242,0.0,14.755923657591968,LOW,synthetic
Delhi,full_day,8.3,197,29,4.6,1390.9535489597092,0.6361938981738118,0.5407287001884157,0.31144683113211347,1.0,15.582516995959795,LOW,synthetic
Delhi,morning,7.9,177,22,4.7,1798.3954165794007,0.38597343282415564,0.7361641154456275,0.0,7.0,32.09751560484288,HIGH,synthetic
Hyderabad,evening,8.2,188,20,4.8,1284.7957222805085,0.91,0.7150379362271756,0.5224280625854347,2.0,17.859944998220286,LOW,synthetic
Hyderabad,full_day,6.6,178,37,5.0,1816.2735465249539,0.625805934290317,0.23735832988241934,0.09151878538163646,2.0,30.703590424022572,HIGH,synthetic
Bangalore,full_day,8.1,180,28,4.5,1783.1424063399504,0.07960226135797435,0.15794691143420334,0.11040863073264685,0.0,2.7524495213542473,LOW,synthetic
Pune,full_day,7.8,203,31,4.6,1038.0,0.0,0.10767714150152141,0.04326889082556358,0.0,5.725323626301229,LOW,synthetic
Bangalore,morning,6.0,190,33,4.5,1164.2780058731992,0.10994910397391108,0.08916022404334259,0.0,1.0,17.867790080502328,LOW,synthetic
Mumbai,afternoon,6.3,170,26,4.6,1452.307875061433,0.35032800450801577,0.34030914386513905,0.321414434648538,1.0,19.53389220117704,LOW,synthetic
Bangalore,evening,6.1,174,32,4.7,1536.6998686970749,0.10747910267735478,0.11549411041953091,0.02233150600251082,0.0,2.6495051357778543,LOW,synthetic
Bangalore,full_day,8.8,170,31,4.6,1586.8620960085823,0.0,0.0,0.0,0.0,4.598423417907748,LOW,synthetic
Kolkata,evening,7.1,194,25,4.8,1322.9301468563485,0.15169576338041607,0.0,0.0,3.0,6.814256378364975,LOW,synthetic
Ahmedabad,afternoon,8.1,200,36,4.7,1038.0,0.91,0.0,0.7177286596006961,1.0,19.173463627701505,LOW,synthetic
Ahmedabad,evening,9.3,170,47,4.7,1073.7306061030238,0.0058575117442672756,0.3467613749682001,0.0,4.0,29.031739348231287,MEDIUM,synthetic
Bangalore,full_day,7.6,170,48,5.0,1232.2362079282987,0.08708449734886851,0.0,0.0,0.0,0.4215023574648006,LOW,synthetic
Pune,afternoon,7.7,184,23,4.8,1521.0127716961078,0.7105033096126767,0.515053788301334,0.3828018485053878,2.0,25.410514764976572,MEDIUM,synthetic
Hyderabad,morning,8.0,188,25,4.6,1580.5909290529405,0.343182518405047,0.6616284759131715,0.8413458686229089,2.0,18.52592474777645,LOW,synthetic
Kolkata,evening,6.0,170,47,5.0,1420.3715123956063,0.8968116546214032,0.8001909207695547,0.48134629729448264,1.0,24.570339502826926,MEDIUM,synthetic
Hyderabad,morning,6.8,170,42,5.0,1124.9805357811192,0.91,0.94,0.7849970742317427,0.0,14.252750917812039,LOW,synthetic
Hyderabad,morning,7.6,178,8,4.9,1373.6868002436536,0.91,0.5411488184370401,0.8575595744271085,1.0,24.58985645419178,MEDIUM,synthetic
Mumbai,full_day,6.5,174,48,4.9,1737.255168997775,0.0330543304987338,0.0,0.0,2.0,0.0,LOW,synthetic
Mumbai,morning,7.7,194,22,4.6,1208.358443381459,0.329536605674842,0.0957986393618943,0.6233492041739978,2.0,21.663352037483236,MEDIUM,synthetic
Ahmedabad,evening,6.8,177,16,4.5,1182.0136543565786,0.6276163847791515,0.7048679809774604,0.6056627080150115,2.0,36.8,HIGH,synthetic
Bangalore,afternoon,6.7,191,21,4.7,1202.7288484438793,0.05038103067402,0.119930105281848,0.0,0.0,5.001446984640403,LOW,synthetic
Hyderabad,morning,6.0,192,8,4.8,1562.139957210646,0.5565451457375495,0.7812834633869699,0.03074387622424468,2.0,36.8,HIGH,synthetic
Pune,full_day,6.9,170,16,4.9,1248.3848944751526,0.06560109316783602,0.020614494835492884,0.0,0.0,1.2799150199185612,LOW,synthetic
Bangalore,evening,6.7,184,44,5.0,1372.713674852755,0.8420126675796865,0.0,0.038269611807379346,0.0,4.4073380341129305,LOW,synthetic
Ahmedabad,morning,8.6,174,29,4.9,1736.6165260970763,0.6426533351801672,0.19201792911316762,0.4204264029538197,1.0,17.075162746341345,LOW,synthetic
Hyderabad,evening,8.6,176,42,4.5,1465.2341762998965,0.7182934802279834,0.4015739315117977,0.6270801897533378,1.0,23.31967551556463,MEDIUM,synthetic
Delhi,full_day,6.9,182,28,4.4,1360.303470163017,0.0,0.0,0.0,0.0,2.2140921471012316,LOW,synthetic
Pune,evening,7.9,202,8,4.7,1486.5091985155439,0.909093771919262,0.568309578680583,0.4340122348603416,1.0,28.19888164392506,MEDIUM,synthetic
Chennai,full_day,8.6,170,15,4.6,1795.6720632952354,0.0,0.0,0.0,0.0,27.164902108340122,MEDIUM,synthetic
Kolkata,morning,6.0,173,48,4.7,1287.7100015296376,0.41292621485270875,0.94,0.0,7.0,3.292358495756343,LOW,synthetic
Pune,full_day,7.5,187,38,4.5,1473.8122449710245,0.08843320829214825,0.13259783363349698,0.6345041856367772,0.0,3.2418522773160245,LOW,synthetic
Hyderabad,afternoon,6.6,170,26,4.6,1343.7834583690826,0.5701384488077984,0.1931058871906407,0.6087651727616499,1.0,25.482130895653228,MEDIUM,synthetic
Bangalore,morning,7.4,182,32,4.7,1857.7673571084833,0.07965882524700246,0.0,0.0,0.0,5.268619338320265,LOW,synthetic
Chennai,evening,8.4,170,48,4.8,1075.6777324682766,0.6782645117380579,0.486679323180661,0.0,3.0,31.858631617787605,HIGH,synthetic
Ahmedabad,full_day,8.2,171,48,4.6,1092.7176817225009,0.040915600806299864,0.015045470365807993,0.0,0.0,0.0,LOW,synthetic
Delhi,full_day,7.6,195,33,5.0,1540.2115944695197,0.09573223523555925,0.0,0.01248328027699553,0.0,1.0104519446836802,LOW,synthetic
Chennai,morning,6.4,170,44,4.8,1324.2296191637333,0.46401610990896314,0.42504682140773264,0.5843774823820084,2.0,10.844092223874405,LOW,synthetic
Delhi,full_day,8.0,205,36,4.8,1607.8771035226061,0.91,0.07168640354346376,0.052687689335503156,0.0,1.8818349857376473,LOW,synthetic
Kolkata,full_day,6.8,196,34,4.9,1618.906627134201,0.0,0.0,0.040865036767309376,0.0,3.034726089119434,LOW,synthetic
Pune,morning,7.0,194,38,4.5,1886.0,0.5239371504870656,0.6932575257972163,0.12339385245750012,2.0,31.670482652262926,HIGH,synthetic
Pune,morning,7.7,170,19,4.6,1585.0004641240962,0.0,0.0,0.037096429408776284,0.0,31.38010438257394,HIGH,synthetic
Hyderabad,full_day,9.3,196,41,4.6,1264.6738690338786,0.7006912751551929,0.24284034378959612,0.5739842446198973,6.0,27.453706281358507,MEDIUM,synthetic
Ahmedabad,afternoon,7.0,170,48,4.9,1043.3174918955713,0.09714690502065258,0.6555465514477469,0.8586743887046315,5.0,31.90377594057105,HIGH,synthetic
Hyderabad,afternoon,7.8,183,48,4.7,1655.2729132925401,0.0,0.0,0.0,3.0,0.939662473877352,LOW,synthetic
Kolkata,full_day,6.6,178,30,5.0,1038.0,0.1343810894417241,0.0205178944221676,0.07797347181681916,0.0,6.246607439914983,LOW,synthetic
Hyderabad,morning,7.5,170,47,4.7,1158.6001684812181,0.5445940522462919,0.6961767029178119,0.6838994360725986,2.0,27.801713577184728,MEDIUM,synthetic
Hyderabad,evening,9.0,176,48,4.9,1366.9667685814688,0.9007886541261476,0.2647459212637273,0.5702696000005943,0.0,0.0,LOW,synthetic
Delhi,afternoon,7.5,179,25,4.5,1232.8038964105754,0.6426469301932024,0.918163723797432,0.0,0.0,31.84817376595119,HIGH,synthetic
Mumbai,full_day,8.4,198,34,5.0,1213.6114102821734,0.6408795191889084,0.1568310375128119,0.007322942381200228,5.0,2.95118441100919,LOW,synthetic
Chennai,full_day,7.0,170,28,4.8,1126.4796935109416,0.32362822329073093,0.6621080024099998,0.14892985802708691,4.0,22.971804000008675,MEDIUM,synthetic
Bangalore,afternoon,7.8,175,23,4.9,1643.7765858882517,0.06398690386078933,0.0,0.551580313650351,7.0,12.13024851181696,LOW,synthetic
Ahmedabad,afternoon,7.8,187,26,4.7,1038.0,0.8734015573542535,0.30677660622162145,0.7753083636470914,2.0,26.647035464788654,MEDIUM,synthetic
Delhi,morning,7.1,182,14,4.6,1269.267983561434,0.91,0.7815031065189694,0.6065155069602931,1.0,22.919387889417642,MEDIUM,synthetic
Ahmedabad,morning,8.9,179,39,5.0,1493.9148837500309,0.542818470483537,0.7297718806155893,0.2665908839948996,6.0,30.13389551224063,HIGH,synthetic
Pune,morning,6.2,181,13,4.7,1504.8727521326061,0.5583220207414,0.94,0.49319675813197567,1.0,36.8,HIGH,synthetic
Kolkata,afternoon,7.2,187,31,4.7,1519.6442836647118,0.5589871139756439,0.825355291797331,0.8615495807077105,7.0,16.96939391839704,LOW,synthetic
Mumbai,evening,7.5,170,13,4.6,1702.7614430078524,0.7024833246980533,0.8376447031968663,0.6881295863291006,1.0,33.28144197283759,HIGH,synthetic
Mumbai,evening,6.5,205,26,4.8,1038.0,0.30630372069936695,0.94,0.22911188971245722,7.0,35.0940654760426,HIGH,synthetic
Ahmedabad,evening,8.5,170,9,4.5,1320.8203618226953,0.6605353432946256,0.94,0.30349151142690023,1.0,32.62487139575157,HIGH,synthetic
Kolkata,full_day,9.4,185,48,4.8,1781.2209933330034,0.07453342294438992,0.0,0.06514249179187814,0.0,0.0,LOW,synthetic
Hyderabad,afternoon,6.8,170,37,4.9,1620.9528630661912,0.0,0.0,0.028719463379090267,0.0,2.458505232801739,LOW,synthetic
Hyderabad,evening,7.7,176,23,4.7,1172.055342112744,0.31395144348629794,0.39747422788606607,0.8516812247264076,2.0,36.8,HIGH,synthetic
Pune,evening,8.7,170,39,4.4,1199.6130300927985,0.06387930750432544,0.0,0.0022271310863226108,0.0,0.0,LOW,synthetic
Kolkata,full_day,9.0,187,41,5.0,1857.2755879975853,0.03963809135734202,0.0,0.047343380063949725,0.0,0.0,LOW,synthetic
Ahmedabad,evening,7.3,185,8,4.8,1791.6065363782159,0.8354841875686831,0.6584007923455741,0.6168415761910249,1.0,20.31251846502038,MEDIUM,synthetic
Chennai,full_day,7.4,187,8,4.7,1038.0,0.07329799412126303,0.0,0.0,0.0,28.454479535677375,MEDIUM,synthetic
Delhi,full_day,6.1,188,28,4.6,1591.508105066636,0.91,0.9015875281723081,0.931232149429829,0.0,30.548275652560747,HIGH,synthetic
Hyderabad,morning,8.1,179,45,4.7,1468.499595929287,0.12694044615648448,0.0,0.4545143604344131,1.0,22.13422600698714,MEDIUM,synthetic
Delhi,morning,8.4,180,24,4.7,1707.9672067606668,0.91,0.94,0.680326611373885,6.0,30.562825693903076,HIGH,synthetic
Delhi,evening,9.0,194,8,4.7,1827.4528180540253,0.91,0.5587136679635994,0.7068702412860935,0.0,21.1199375355626,MEDIUM,synthetic
Mumbai,evening,6.0,170,15,4.5,1811.163787434862,0.4779717424031047,0.30967963679111316,0.22847288361356133,1.0,23.852425262379874,MEDIUM,synthetic
Hyderabad,evening,7.2,180,20,5.0,1268.9150230861442,0.8368087266293095,0.7802063883543706,0.5266557890033119,0.0,16.09302864395302,LOW,synthetic
Bangalore,afternoon,6.0,187,15,4.4,1443.9283778184786,0.542136710509019,0.7450938269696166,0.0,3.0,5.252613055018352,LOW,synthetic
Hyderabad,full_day,7.2,194,24,4.9,1358.1707744270625,0.0,0.030187739388688958,0.0,0.0,0.0,LOW,synthetic
Ahmedabad,afternoon,8.1,205,37,4.9,1116.0132227299202,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
Pune,full_day,8.8,191,48,4.8,1150.9883970371557,0.06859686828474572,0.05578399861904665,0.051717506569216636,4.0,1.2183458163866885,LOW,synthetic
Mumbai,evening,7.5,193,26,4.7,1159.9576347476186,0.04921091843043362,0.0,0.0,0.0,0.0,LOW,synthetic
Kolkata,morning,7.4,205,29,4.9,1241.4789419287276,0.5640111413674423,0.8776734852478245,0.7544547381895821,4.0,32.58512934195245,HIGH,synthetic
Delhi,morning,6.4,198,31,4.7,1813.0277178882927,0.8401711534779962,0.5044765271586527,0.31745496440632603,2.0,27.3075451321983,MEDIUM,synthetic
Hyderabad,full_day,6.5,178,30,4.8,1328.3082409583778,0.91,0.94,0.7137503613263088,1.0,20.797965259857538,MEDIUM,synthetic
Mumbai,evening,8.5,205,36,5.0,1343.821872989574,0.0,0.055605895227102686,0.015383577515780632,0.0,33.46351069170191,HIGH,synthetic
Ahmedabad,evening,6.8,170,18,4.7,1167.9143423593027,0.09402784044119532,0.0,0.0,0.0,23.101592080660467,MEDIUM,synthetic
Ahmedabad,evening,6.4,194,39,4.8,1554.7951020537955,0.610211450626568,0.7689719394877703,0.8208129905962844,2.0,27.306630077859907,MEDIUM,synthetic
Ahmedabad,evening,8.8,181,40,4.9,1513.36464096521,0.04903877222613508,0.08822467879602712,0.0,0.0,5.79264429164912,LOW,synthetic
Ahmedabad,morning,8.1,189,21,4.6,1155.1542527525519,0.7638864731379684,0.31456832749146024,0.5224339652817288,2.0,15.267963680328052,LOW,synthetic
Delhi,full_day,9.0,170,48,4.4,1701.118937696793,0.008884915166391054,0.0,0.0,0.0,0.0,LOW,synthetic
Pune,evening,6.5,170,11,4.5,1369.2882572281057,0.91,0.4405440848582055,0.671652050018868,1.0,28.08622743234365,MEDIUM,synthetic
Bangalore,evening,6.0,182,21,5.0,1462.0584485170834,0.7800545274018837,0.4947479221986885,0.5359906759574508,4.0,32.556397497823895,HIGH,synthetic
Hyderabad,full_day,7.6,170,30,4.5,1389.4740037550848,0.0896985645456904,0.030927392457235397,0.0,0.0,0.049293996583263736,LOW,synthetic
Kolkata,evening,7.7,170,31,4.6,1304.3088754869636,0.6983373314870586,0.823450653096925,0.6621180322778821,0.0,26.777718586813833,MEDIUM,synthetic
Kolkata,full_day,6.9,177,8,4.6,1208.530799713828,0.031674895520669065,0.0,0.0,0.0,0.0,LOW,synthetic
Hyderabad,full_day,7.2,170,42,4.6,1134.9830870765068,0.0,0.009349750966604238,0.13565209282324317,0.0,1.6957367707175952,LOW,synthetic
Hyderabad,full_day,8.0,177,44,4.8,1340.7758343487626,0.5288326113484024,0.637891131966011,0.0,1.0,31.962428706841244,HIGH,synthetic
Mumbai,evening,8.6,183,39,4.8,1158.760208636642,0.0326487244475541,0.21981436117582137,0.8007010597579832,2.0,0.0,LOW,synthetic
Bangalore,full_day,8.7,183,26,5.0,1531.7746110070698,0.06332001157633838,0.0,0.0,0.0,2.4706227553009317,LOW,synthetic
Hyderabad,afternoon,6.0,187,42,4.9,1038.0,0.000206142693680556,0.07370652867192226,0.0,0.0,1.131939811660353,LOW,synthetic
Kolkata,afternoon,8.2,170,48,5.0,1611.3226876987155,0.2600310033304347,0.6761583606542237,0.0,1.0,16.742796044504345,LOW,synthetic
Bangalore,afternoon,7.7,198,40,5.0,1431.6109883895774,0.812592963116513,0.0,0.0,4.0,0.0,LOW,synthetic
Mumbai,morning,6.0,172,37,5.0,1654.0708680477987,0.05678180653012405,0.15036721734358505,0.42589608696994374,2.0,32.24078503450572,HIGH,synthetic
Kolkata,morning,7.6,187,42,4.4,1482.0401833027884,0.0853022693288047,0.020776665638419192,0.0,0.0,4.724289402825935,LOW,synthetic
Kolkata,afternoon,7.7,179,20,4.4,1759.2625992341339,0.3957145532861757,0.1920422932772885,0.6270340773055706,7.0,20.650568848918855,MEDIUM,synthetic
Ahmedabad,evening,8.1,170,16,4.5,1242.820788589615,0.8291586775388691,0.3195791469323374,0.46039667051429567,0.0,28.974329233142033,MEDIUM,synthetic
Bangalore,morning,7.0,178,17,4.7,1170.4073058829695,0.91,0.18077269342667018,0.8268584985964357,6.0,25.563400174162354,MEDIUM,synthetic
Kolkata,morning,6.7,170,48,5.0,1289.0905306581608,0.5003895947003824,0.94,0.6850461714391545,1.0,36.8,HIGH,synthetic
Ahmedabad,full_day,8.4,189,36,4.4,1199.579801657526,0.04459966948193104,0.015269270168796473,0.006681801954706406,0.0,2.5845481383567104,LOW,synthetic
Delhi,evening,8.0,199,34,4.5,1580.6568616884626,0.4400862980722744,0.4197502715208029,0.9129837609485545,1.0,26.93788457796586,MEDIUM,synthetic
Chennai,afternoon,8.6,179,36,4.6,1328.7585551767274,0.5621563466745004,0.6159646423988009,0.13523651156441935,1.0,14.193973147483504,LOW,synthetic
Kolkata,morning,7.6,176,18,4.9,1530.291284344923,0.207902704545202,0.6899587339263478,0.2171030028869882,3.0,10.84090369671142,LOW,synthetic
Hyderabad,afternoon,7.8,205,33,4.8,1285.973205464755,0.0,0.09317392716935329,0.0,0.0,5.683979266667298,LOW,synthetic
Kolkata,evening,9.1,170,44,5.0,1273.5454187388777,0.053061156288201704,0.03474845242415161,0.0,0.0,3.0506906594256824,LOW,synthetic
Hyderabad,evening,9.4,185,44,5.0,1714.947539058461,0.7169918062821135,0.0,0.02788839250459377,7.0,36.8,HIGH,synthetic
Mumbai,morning,7.2,170,34,4.4,1504.0146251280948,0.8533320319265053,0.18127860586459227,0.6050011542655149,3.0,36.8,HIGH,synthetic
Bangalore,evening,7.3,170,37,4.5,1461.8386827354739,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
Kolkata,morning,6.3,182,8,5.0,1449.3548971706377,0.91,0.94,0.94,0.0,27.920987615752207,MEDIUM,synthetic
Pune,full_day,8.6,173,30,4.6,1389.956258154732,0.7314125464318381,0.7081333466970198,0.4070054028944967,1.0,25.562254051861903,MEDIUM,synthetic
Bangalore,morning,7.4,178,8,4.5,1171.0325757026767,0.91,0.9063637511197941,0.7608228547824194,3.0,33.58171034194038,HIGH,synthetic
Pune,afternoon,8.4,170,30,5.0,1414.3819273895062,0.0,0.14917321128983968,0.0,0.0,0.0,LOW,synthetic
Delhi,morning,7.8,186,39,5.0,1415.5253609591446,0.750108726339149,0.7894173125617523,0.8272140454247203,3.0,23.74501829627695,MEDIUM,synthetic
Ahmedabad,afternoon,7.6,197,41,4.7,1256.0468202856987,0.4669663065930191,0.04271153832399237,0.0,3.0,1.162366051532501,LOW,synthetic
Pune,morning,6.8,203,20,4.8,1038.0,0.91,0.7727266188367571,0.4745656087414275,1.0,11.607466761033157,LOW,synthetic
Bangalore,afternoon,7.6,170,40,4.7,1487.371580162044,0.0,0.0,0.0,0.0,1.6435878205342196,LOW,synthetic
Mumbai,morning,7.8,170,19,4.4,1171.1910747850293,0.8509255933831275,0.430487092919982,0.49504587107468867,2.0,30.143969730932483,HIGH,synthetic
Bangalore,morning,7.0,173,48,5.0,1466.6772083519047,0.6369156127937182,0.02734513004830618,0.94,1.0,25.546245298694927,MEDIUM,synthetic
Pune,morning,6.9,186,8,4.7,1312.655199070988,0.91,0.94,0.3695169188510097,1.0,26.557768019247625,MEDIUM,synthetic
Pune,afternoon,7.2,205,34,4.8,1334.6600777858387,0.0,0.9324080225802484,0.0,2.0,2.7152998863188227,LOW,synthetic
Mumbai,evening,8.2,181,17,4.6,1532.5774256203222,0.07188703352526626,0.04006974587876757,0.4983405548808452,6.0,1.473367256622553,LOW,synthetic
Hyderabad,morning,7.7,170,32,4.9,1110.5040633580752,0.6394528332125113,0.8489439403403332,0.7484637665584902,1.0,12.084767971221428,LOW,synthetic
Bangalore,full_day,7.9,192,48,5.0,1371.9820920479272,0.29671968694274026,0.94,0.94,1.0,0.0,LOW,synthetic
Ahmedabad,full_day,7.0,170,48,4.8,1313.3639354935765,0.11142307099677615,0.0,0.08427735416726648,0.0,4.904087619862843,LOW,synthetic
Ahmedabad,evening,6.7,196,16,4.8,1810.368621887165,0.3520799253153401,0.6860963932620899,0.12125368951741095,1.0,9.821953128115972,LOW,synthetic
Mumbai,evening,7.0,192,14,5.0,1038.0,0.4135082345642641,0.25971350893806056,0.22036934184815443,1.0,13.946075936773422,LOW,synthetic
Kolkata,morning,6.9,178,14,4.8,1372.758693077065,0.7091003955502656,0.5379469130896676,0.5761443369373628,1.0,15.990500068988942,LOW,synthetic
Pune,full_day,7.0,176,48,4.7,1575.9614150681994,0.03362197085749377,0.008696135629883093,0.0,0.0,36.8,HIGH,synthetic
Delhi,morning,8.8,192,48,5.0,1647.9092588799015,0.7836887797547103,0.020033168165995822,0.6056455084994123,0.0,20.969496998700738,MEDIUM,synthetic
Bangalore,evening,7.4,188,26,4.9,1291.0531401067485,0.8093691655914286,0.44663564550329715,0.13627503984950812,2.0,28.247997770532617,MEDIUM,synthetic
